distance,to pool error,to blockly,to pool,to blockly error
0,5.47617613959,-1.42108547152e-16,26.0212130446,7.49256200402e-16
1,1.75576135469,34.1191189457,6.15855457967,6.7930481087
2,0.445325613765,41.9036117201,0.557561846303,7.88098753077
3,0.0214720594046,42.9476985269,0.0108214321229,8.09204259105
4,8.07892145723e-08,42.9795179813,1.06463026839e-08,8.08657085328
